id,phone_number,address
03936627X2,0393660851,"48 STATION AVE NR IVANHOE ST, ST ALBANS"
03936608X2,0393662377,"300 STATION RD PETROL STATION, ST ALBANS"
02983310X2,0298331627,"3 STATION ST NR QUEEN ST, ST MARYS"
03635460X2,0363546209,"8 STOKE ST OPP IMPERIAL HOTEL, BRANXHOLM"
07404503X2,0740454742,"5 STOKES ST OS PICCONNES SHOPS, EDMONTON"
08933576X2,0893359698,"25 STOKES ST NR SOUTH ST, WHITE GUM VALLEY"
07477713X2,0747771324,"15 STONE RIVER RD , TREBONNE"
08829406X2,0882941654,"31 STONEHOUSE AVE NR CAPPER ST, CAMDEN PARK"
03976302X2,0397630412,"6 ST LAWRANCE WAY OS SUPERMARKET, ROWVILLE"
02983122X2,0298318560,"5 ST MARTINS CRS NEAR KFC, BLACKTOWN"
03563460X2,0356346200,"26 STATION ST OS POST OFFICE, THORPDALE"
07544348X2,0754439365,"94 SUGAR RD NR CENTENARY CRES, MAROOCHYDORE"
07326708X2,0732673794,"276 ST VINCENTS RD NR VICTOR ST, BANYO"
07326702X2,0732675120,"301 ST VINCENTS RD NR TUFNELL RD, BANYO"
07497561X2,0749756230,"57 STOWE RD CARAVAN PARK, CALLIOPE"
03627221X2,0362729491,"4 STRADBROKE RD OS POST OFFICE, GOODWOOD"
03503020X2,0350302100,"90 STRADBROKE AVE POST OFFICE, NYAH"
02636102X1,0263619734,"206 SUMMER ST IN CITY CENTRE, ORANGE"
02636220X2,0263623632,"124 SUMMER ST NR SALE ST, ORANGE"
02663201X2,0266321743,"63 SUMMERLAND WAY NR GENEVA ST, KYOGLE"
02666190X2,0266619128,"5351 SUMMERLAND WAY , WHIPORIE"
02931426X2,0293146526,"20 ST PAULS ST NR PEROUSE, RANDWICK"
02692131X2,0269215319,"0 STATION PL RAILWAY STATION, WAGGA WAGGA SOUTH"
02475706X2,0247571405,"2 STATION ST NR FROST LANE, WENTWORTH FALLS"
02475703X2,0247573782,"2 STATION ST RAILWAY STATION, WENTWORTH FALLS"
02493702X2,0249372169,"32 STATION ST NR SHOP, WESTON"
03938757X2,0393874320,"3 STRANGER ST , BRUNSWICK"
08826715X2,0882675921,"103 STRANGWAYS TCE OPP, NORTH ADELAIDE"
07465859Y2,0746585900,"0 STRATFORD ST O/S HOTEL, STONEHENGE"
07557535X2,0755753748,"48 SUNBRITE AVE NR GOLD COAST HWY, MERMAID BEACH"
07340881X2,0734088384,"29 SUNDERLAND DRV NR ENDEAVOUR DVE, BANKSIA BEACH"
02423407X2,0242341854,"22 STAFFORD ST OS POST OFFICE, GERROA"
07335706X2,0733577300,"253 STAFFORD RD NR CLIFFORD ST, STAFFORD"
03974703X2,0397478624,"50 STAUGHTON ST RWS WALKWAY, MELTON SOUTH"
08838810X2,0883885283,"46 STRATHALBYN RD NR CROSS ST, MYLOR"
08834105X2,0883418373,"99 STRATHFIELD TCE NEAR, TAPEROO"
03946007X2,0394604502,"43 STRATHMERTON ST , RESERVOIR"
03979141X2,0397916628,"16 SUNNYSIDE ST NR HERBERT ST, DANDENONG"
07553156X2,0755315984,"1 STAGHORN AVE NR ESPLANADE, SURFERS PARADISE"
07412901X2,0741294543,"58 STELEY ST TELSTRA EXCHANGE, HOWARD"
08949009X2,0894901802,"64 STENNETT ST NR ASHBURTON DVE, GOSNELLS"
08984812X2,0898482278,"77 STRICKLAND ST O/S BANK, DENMARK"
03622303X2,0362234320,"155 STRICKLAND AVE , SOUTH HOBART"
03525603X2,0352562384,"12 SUNSET STRIP  NR CANOPUS RD, OCEAN GROVE"
02994948X2,0299496470,"4 SUNSHINE ST CNR CONDAMINE ST, MANLY VALE"
07555460X2,0755546712,"91 SUNSHINE BLV NR BACCADI CRT, MERMAID WATERS"
07339101X2,0733910487,"936 STANLEY ST NR FISHER ST, EAST BRISBANE"
03634412X2,0363448397,"99 STANLEY ST NR PO OPP SCHOOL, SUMMERHILL"
02499741X2,0249974400,"88 STROUD ST OS POST OFFICE, BULAHDELAH"
08897671X2,0889767091,"127 STUART HWY ADJ POST OFFICE, ADELAIDE RIVER"
08897670X2,0889767024,"127 STUART HWY ADJ POST OFFICE, ADELAIDE RIVER"
07544801X7,0754480743,"29 SUNSHINE BEACH RD O/S CINEMAS, NOOSA HEADS"
07404505X2,0740453815,"0 SUPPLY RD NR CNR ROBERTS RD, BENTLEY PARK"
07478550X2,0747855209,"2 STANLEY ST NR RAILWAY RD, COLLINSVILLE"
07339814X2,0733984882,"184 STANLEY RD NR LUNGA ST, CARINA"
02936132X2,0293610375,"107 STANLEY ST OS THE CHAPEL, DARLINGHURST"
03980724X2,0398071697,"309 STEPHENSONS RD NR WINBOURNE RD, MT WAVERLEY"
03526106X2,0352615262,"1 STUART AVE OS SHOP 3, JAN JUC"
07553434X2,0755343541,"1 SURF ST NR GOLDEN FOUR DVE, BILINGA"
07557028X2,0755702673,"7 SURF PDE CNR ALEXANDRA AVE, BROADBEACH"
03526115X2,0352615565,"132 SURFCOAST HWY NR CENTRAL AVE, TORQUAY"
03568600X2,0356862200,"22 STANLEY ST , TOORA"
08963116X2,0896311299,"15 STEWART ST OS POST OFFICE, DOWERIN"
08897590X7,0889759935,"0 STUART HWY ADJ BP TOP OF TOWN, LARRIMAH"
02668434X2,0266843167,"67 STUART ST CNR BURRINGBAR ST, MULLUMBIMBY"
07477820X2,0747782142,"483 STUART DRV , STUART"
02999710X2,0299972090,"1 SURFVIEW RD OS SURF CLUB, MONA VALE"
02654521X2,0265452509,"0 SUSAN ST OS ELIZABETH PARK, SCONE"
02664730X2,0266473100,"31 SUSSEX ST , COPMANHURST"
03502129X2,0350214622,"50 THIRTEENTH ST NR SUNNYSIDE AVE, MILDURA"
07556113X2,0755611518,"14 TEDDER AVE CNR CRONIN AV, MAIN BEACH"
07553429X2,0755342702,"66 TEEMANGUM ST NR TOMEWIN ST, CURRUMBIN"
02493200X2,0249324143,"49 TELARAH ST , TELARAH"
07557683X1,0755768139,"3 THE ESPLANADE  NR GOLD COAST HWAY, BURLEIGH HEADS"
07557641X2,0755767914,"85 THE ESPLANADE  OPP SECOND AVE, BURLEIGH HEADS"
03959203X2,0395922299,"230 THE ESPLANADE  NR GROSVENOR ST, BRIGHTON"
08957240X2,0895724130,"4405 THOMAS ST O/S POST OFFICE, CHIDLOW"
03979406X2,0397949682,"294 THOMAS ST , DANDENONG"
03979111X7,0397917702,"205 THOMAS ST , DANDENONG"
07335606X2,0733567902,"60 THOMAS ST NR DAYS RD, GRANGE"
02928023X2,0292803192,"223 THOMAS ST O/S MARIGOLD REST, HAYMARKET"
02956005X2,0295601628,"1 THOMAS ST NR WEST ST, LEWISHAM"
07478842X2,0747884168,"11 TELOPEA CRT RURAL CTR GOVT, GREENVALE"
08907106X2,0890715122,"84 THE ESPLANADE  NR EMILY ST, ESPERANCE"
03515511X2,0351551550,"297 THE ESPLANADE  OPP NEWSAGENT, LAKES ENTRANCE"
03515530X1,0351553937,"371 THE ESPLANADE  ENTRANCE TO S/C, LAKES ENTRANCE"
02996005X2,0299602029,"2 THE ESPLANADE  OPP BOTANIC RD, MOSMAN"
07553856X2,0755386324,"68 THOMAS DRV NR ANEMBO ST, SURFERS PARADISE"
07553815X2,0755383800,"46 THOMAS DRV SOUTH SIDE, SURFERS PARADISE"
07553812X2,0755382972,"45 THOMAS DRV NORTH SIDE, SURFERS PARADISE"
02956002X2,0295600607,"1 TEMPLE ST NR PERCIVAL ST, STANMORE"
08934219X2,0893427482,"83 TEMPLETON CRS NR CLOVER SQ, GIRRAWHEEN"
07472500X2,0747251019,"4 TENNANT ST , DOUGLAS"
08868308X2,0886833449,"12 SWAFFER ST NR MATILDA, PORT LINCOLN"
07403212X2,0740325954,"191 SWALLOW ST NR MOODY ST, MOOROOBOOL"
03942947X2,0394297693,"196 SWAN ST O/S COLES, CREMORNE"
02493300X2,0249332321,"105 SWAN ST , MORPETH"
03515665X2,0351566500,"19 THE ESPLANADE  NR POST OFFICE, PAYNESVILLE"
08934103X2,0893411190,"126 THE ESPLANADE  , SCARBOROUGH"
08829711X2,0882972709,"49 TENNYSON ST NR CLIFFORD AVE, KURRALTA PARK"
03548820X2,0354882285,"798 TENNYSON RD POST OFFICE, TENNYSON"
02439907X2,0243991122,"39 TENTH AVE CNR KEWALO AVE, BUDGEWOI"
03942948X2,0394299435,"129 SWAN ST O/S ANZ BANK, RICHMOND"
07478862X2,0747886406,"65 THE ESPLANADE  , TOOLAKEA"
03637400X2,0363742108,"17 TALBOT ST OS FINGAL PARK, FINGAL"
02983704X2,0298371134,"5 TALLAGANDRA DRV NR FALMOUTH RD, QUAKERS HILL"
08937055X2,0893701632,"12 TENTH AVE , MAYLANDS"
03502131X2,0350214620,"65 TENTH ST NR WOORLONG CRT, MILDURA"
03502107X2,0350214624,"238 TENTH ST NR ONTARIO AVE, MILDURA"
02494806X2,0249486654,"468 THE ESPLANADE  COMMONWEALTH BANK, WARNERS BAY"
08885280X1,0888528276,"0 THE ESPLANADE  OPP HOLIDAY UNITS, WOOL BAY"
03970403X2,0397049224,"6 THE GATEWAY  OS MILK BAR, BERWICK"
07553480X2,0755348319,"454 TALLEBUDGERA CREEK RD NR MONDAY DVE, TALLEBUDGERA VALLEY"
07544565X2,0754456314,"37 TALLOW WOOD DRV NEAR MELALEUCA ST, KULUIN"
02444340X2,0244434202,"1 TALLYAN PT RD OS SHOPS, BASIN VIEW"
02668630X2,0266869813,"85 TAMAR ST CNR MOON ST, BALLINA"
02983823X2,0298389786,"1 TERMINUS RD OS RWS NR TAXI/BUS, SEVEN HILLS"
02983808X2,0298388559,"1 TERMINUS RD OS RWS NR TAXI/BUS, SEVEN HILLS"
08942104X2,0894211482,"110 TERRACE RD NR HILL ST, EAST PERTH"
08932509X2,0893257392,"110 TERRACE RD NR HILL ST, EAST PERTH"
08853123X2,0885310641,"157 SWANPORT RD NR HOMBURG RD, MURRAY BRIDGE"
02941811X2,0294189301,"57 TAMBOURINE BAY RD NR HAMILTON ST, RVRVW"
02438513X2,0243851240,"188 TERRIGAL DRV CNR HAVENVIEW RD, TERRIGAL"
02438517X2,0243852381,"208 TERRIGAL DRV OPP FIRE STATION, TERRIGAL"
02438519X2,0243851331,"83 TERRIGAL DRV OS DUFFYS OVAL, TERRIGAL"
02952402X2,0295249320,"LVL 2 430 THE KINGSWAY  IN SUTHERLAND HOSP, CARINGBAH"
02954020X2,0295404167,"360 THE KINGSWAY  OPP DENMAN AVE, CARINGBAH"
02954009X2,0295401945,"LVL 1 430 THE KINGSWAY  IN SUTHERLAND HOSP, CARINGBAH"
02954024X2,0295404527,"341 THE KINGSWAY  OS POST OFFICE, CARINGBAH"
07493941X9,0749393902,"26 TANBY RD , YEPPOON"
02425715X2,0242571303,"158 TERRY ST NR WILEY ST, ALBION PARK"
08918911Y2,0891891501,"0 TANUNDA ST IN PARK, TOM PRICE"
08829401X2,0882941165,"63 TAPLEYS HILL RD NEAR, GLENELG NORTH"
08829502X2,0882952118,"98 TAPLEYS HILL RD NEAR, GLENELG NORTH"
03512235X1,0351223689,"LWRLVL  0 SWITCHBACK RD UNI IN CENTRAL BLD, CHURCHILL"
03624300X7,0362437301,"94 SYCAMORE ST CNR SUGARLOAF RD, RISDON VALE"
08833219X2,0883326365,"303 THE PARADE  NR SALOP ST, BEULAH PARK"
08826853X2,0882685365,"224 TAPLEYS HILL RD , SEATON"
08826851X2,0882688698,"243 TAPLEYS HILL RD NEAR, SEATON"
08930515X2,0893051845,"15 TAPPING WAY NR GUMBLOSSOM PK, QUINNS ROCKS"
03598310X2,0359831401,"2 THE BOULEVARD  CNR CAMP HILL RD, SOMERS"
03625701X7,0362570108,"78 SWANWICK RD , COLES BAY"
02668609X2,0266867641,"68 SWIFT ST CNR MOON ST, BALLINA"
08833214X2,0883325165,"414 THE PARADE  NR WEST TCE, KENSINGTON GARDENS"
08833229X2,0883328498,"485 THE PARADE  NR BRIANT AVE, MAGILL"
08833228X2,0883328054,"239 THE PARADE  NR PORTRUSH RD, NORWOOD"
08836304X2,0883631106,"44 THE PARADE  W SYDENHAM RD, NORWOOD"
02655993X2,0265599254,"73 THE BOULEVARDE  NR BELL ST, DUNBOGAN"
02975711X2,0297572271,"249 THE BOULEVARDE  NR BODALLA ST, FAIRFIELD HEIGHTS"
02975906X2,0297597698,"50 THE BOULEVARDE  , LAKEMBA"
02974009X2,0297404101,"50 THE BOULEVARDE  , LAKEMBA"
08927726X2,0892772078,"400 SYDENHAM AVE NR EPSOM AVE, CLOVERDALE"
08836208X2,0883622210,"38 SYDENHAM RD N BEULAH RD, NORWOOD"
02994950X2,0299496827,"394 SYDNEY RD , BALGOWLAH"
02694820X2,0269482254,"5 THE PARADE  , TUMBARUMBA"
03940809X2,0394087093,"1 THE PROMENADE  NR THE LAKES BLVDE, SOUTH MORANG"
07557752X2,0755775843,"40 TARNI ST O/S PARK, COOMBABAH"
07384801X2,0738480361,"402 TARRANGINDI RD NR CHARMAINE ST, MOOROOKA"
02971505X2,0297157819,"6 THE BOULEVARDE  O/S ANZ BANK, STRATHFIELD"
02971504X2,0297156489,"6 THE BOULEVARDE  O/S ANZ BANK, STRATHFIELD"
02971506X2,0297157958,"28 THE BOULEVARDE  , STRATHFIELD"
02976416X2,0297643809,"29 THE BOULEVARDE  , STRATHFIELD"
02964208X2,0296425709,"191 THE BOULEVARDE  CNR HUME HWY, STRATHFIELD"
02495045X2,0249504462,"48 THE BOULEVARDE  , TORONTO"
08930200X2,0893022055,"21 THE BROADVIEW  O/S COMMERCIAL CTR, LANDSDALE"
03953106X2,0395318299,"75 THE BROADWAY  CNR GLENHUNTLY RD, ELWOOD"
03938782X2,0393874637,"192 SYDNEY RD OS WESTPAC BANK, BRUNSWICK"
07478602X2,0747863744,"126 THE SOLDIERS RD , BOWEN"
03516960X2,0351696300,"1 TARWIN ST NR CHRISTIAN ST, BOOLARRA"
03513427X2,0351342896,"1 TARWIN ST NR COMMERCIAL RD, MORWELL"
03642407X2,0364244533,"119 TASMAN ST , DEVONPORT"
02495311X7,0249531321,"25 THE BROADWAY  , KILLINGWORTH"
03528200X2,0352822100,"1 THE CENTREWAY  OS AMCAL CHEMIST, LARA"
02428544X2,0242851758,"5 THE CIRCLE  OPP POST OFFICE, WOONONA"
03938355X2,0393831986,"149 SYDNEY RD , COBURG"
03935033X2,0393504643,"951 SYDNEY RD , COBURG NORTH"
03525613X2,0352562370,"93 THE TERRACE  OPP CHURCH, OCEAN GROVE"
03525609X2,0352562380,"83 THE TERRACE  NR HODGSON ST, OCEAN GROVE"
08864106X2,0886412934,"11 TASSIE ST OS WOOLWORTHS, PORT AUGUSTA"
03507900X2,0350792200,"65 TAVERNER ST POST OFFICE, BERRIWILLOCK"
07337900X2,0733793934,"0 TAVISTOCK ST QR OXLEY STATION, OXLEY"
02664621X2,0266462106,"17 THE CRESCENT  OS ANGOURIE STORE, ANGOURIE"
02972807X2,0297286182,"52 THE CRESCENT  OS RAILWAY STN, FAIRFIELD"
02972623X2,0297261421,"52 THE CRESCENT  OS RAILWAY STN, FAIRFIELD"
02976309X2,0297631414,"1 THE CRESCENT  CRN ROCHESTER RD, HOMEBUSH"
03938776X2,0393877516,"369 SYDNEY RD NR ALBERT ST, BRUNSWICK"
03955545X2,0395556329,"1 TAYLOR ST , MOORABBIN"
02487712X2,0248771300,"74 TAYLOR AVE NR ADELAIDE ST, NEW BERRIMA"
02496605X2,0249664376,"10 TAYLOR ST OS SHOPPING CENTRE, THORNTON"
02436503X2,0243653186,"162 THE ENTRANCE RD CNR KARALTA RD, ERINA"
02654313X2,0265431054,"49 SYDNEY ST CNR MAITLAND ST, MUSWELLBROOK"
07335818X2,0733583073,"100 SYDNEY ST NR BRUNSWICK ST, NEW FARM"
02655440X2,0265544009,"4 THIRD RIDGE RD , SMITHS LAKE"
03976301X2,0397630288,"128 TAYLORS LA NR KELLETTS RD, ROWVILLE"
02438505X2,0243852067,"770 THE ENTRANCE RD CNR PITT RD, WAMBERAL"
02994946X2,0299496121,"563 SYDNEY RD OS LANE WAY, SEAFORTH"
02998107X2,0299811343,"71 VETERANS PDE NR BABY HEALTH CNT, COLLAROY"
08827723X2,0882774654,"34 TROWBRIDGE AVE NR HARKIN AVE, MITCHELL PARK"
02496731X2,0249674632,"0 UNIVERSITY DRV AUCHMUTY LIBRARY, CALLAGHAN"
03986714X2,0398677873,"111 TOORAK RD CNR MURPHY ST, SOUTH YARRA"
07380504X1,0738059357,"1 UNIVERSITY RD GUNI FOOD COM WALK, MEADOWBROOK"
03625730X2,0362573104,"9 VICARY ST , TRIABUNNA"
03987814X2,0398784291,"6 VICKI ST NR SHOPS, BLACKBURN SOUTH"
08931402X7,0893372171,"46 VICTOR ST NR SOUTH ST, HILTON"
08855680X2,0885568239,"18 VICTOR HARBOR RD , MT COMPASS"
03982721X2,0398277328,"440 TOORAK RD O/S ANZ BANK, TOORAK"
03982722X2,0398279387,"505 TOORAK RD O/S BANK OF MELB, TOORAK"
02955409X2,0295543586,"14 TOORONGA TCE NR KING GEORGES RD, BEVERLY HILLS"
02975911X2,0297593422,"3 TUCKER ST NR CNR 26 DENMAN A, WILEY PARK"
03595215X2,0359521574,"1 THOMPSON AVE NR THE ESPLANADE, COWES"
03595204X2,0359525149,"79 THOMPSON AVE OS POST OFFICE, COWES"
08945116X2,0894517832,"4 TOOTING ST NR WILLIAM ST, BECKENHAM"
07469114X2,0746911673,"9 TOOWOOMBA RD NR AUBIGNY RD, OAKEY"
07469121X2,0746912460,"60 TOOWOOMBA RD NR HAMLYN RD, OAKEY"
02439312X2,0243931626,"140 TUGGERAWONG RD OS POST OFFICE, WYONGAH"
08837302X1,0883735214,"204 UNLEY RD UNLEY SHOP CENTRE, UNLEY"
08959220X2,0895921659,"29 UNNARO ST NR CONGHA CRT, HILLMAN"
02663505X2,0266351304,"11 UNUMGAR ST OS SCHOOL, WOODENBONG"
07328113X2,0732815055,"61 THORN ST NR THORN LA, IPSWICH"
07339148X2,0733917837,"1 THORNTON ST NR MAIN ST, KANGAROO POINT"
03577470X2,0357747200,"14 THORNTON TAGGERTY RD NR KERR ST, TAGGERTY"
02636268X2,0263628801,"15 TORPY ST , ORANGE"
08934212X2,0893422866,"57 TORQUATA DRV , MIRRABOOKA"
08868822X2,0886882224,"46 TUMBY TCE CARAVAN PARK, TUMBY BAY"
07337401X2,0733741000,"496 UPPER BROOKFIELD RD OS STATE SCHOOL, UPPER BROOKFIELD"
02962301X2,0296236232,"53 THOMPSON AVE NR AUSTRALIA ST, ST MARYS"
03985001X2,0398501138,"127 THOMPSONS RD , BULLEEN"
08834600X2,0883461348,"91 TORRENS RD NEAR, BROMPTON"
08834020X2,0883402972,"85 TORRENS RD ADJ, BROMPTON"
07493444X2,0749344478,"0 TUNGAMILL RD CAWARRAL STORE, CAWARRAL"
02992331X2,0299231498,"50 UPPER PITT ST CNR PARKES ST, KIRRIBILLI"
08827814X2,0882788543,"0 UPPER STURT RD BELAIR NAT CVAN PK, BELAIR"
08973406X2,0897342200,"33 THROSSELL ST NR PENDLETON ST, COLLIE"
03626309X2,0362636626,"4 TOTTENHAM RD OS PRIMARY SCHOOL, GAGEBROOK"
02497220X7,0249712378,"80 TUREA ST OS POST OFFICE, BLACKSMITHS"
07469760X2,0746976107,"14 TURNER ST NR RAILWAY ST 24, HELIDON"
07405145X2,0740519473,"34 UPWARD ST NR MARTYN ST, PARRAMATTA PARK"
02662113X2,0266219114,"60 URALBA ST OS BASE HOSPITAL, LISMORE"
02602630X2,0260263319,"10 URANA ST OS SHOP, JINDERA"
02664328X2,0266431583,"23 THROUGH ST RAILWAY STATION, SOUTH GRAFTON"
07477307X2,0747736406,"154 THURINGOWA DRV NEAR KIRWAN TAVERN, KIRWAN"
02977119X2,0297715596,"134 TOWER ST NR MALVERN ST, PANANIA"
07553229X2,0755324891,"107 TURPIN RD NR CENTRAL ST, LABRADOR"
07553707X2,0755371702,"235 TURPIN RD NR BRISBANE RD, LABRADOR"
08940507X2,0894046862,"12 TURQUOISE LOOP NR HAVEN FAWY, BANKSIA GROVE"
08943018X2,0894306624,"2 TURTON ST NR HARVEST RD, NORTH FREMANTLE"
07334400X2,0733441847,"147 TURTON ST NR STATION RD, SUNNYBANK"
02663412X2,0266341241,"35 URBEN ST OS POST OFFICE, URBENVILLE"
07405432X2,0740543573,"74 TILLS ST CNR GATTON ST, WESTCOURT"
08949815X2,0894982874,"1 TOWNLEY ST NR FORREST RD, ARMADALE"
02668608X2,0266867640,"12 TWEED ST CNR RIVER ST, BALLINA"
02667612X2,0266761200,"9 TWEED COAST RD OS POST OFFICE, HASTINGS POINT"
02667630X2,0266763397,"27 TWEED COAST RD NTH PTSVLE VAN PK, POTTSVILLE"
02667208X2,0266726328,"0 TWEED VALLEY WAY RAILWAY PLATFORM, SOUTH MURWILLUMBAH"
02981631X2,0298165276,"1 VALENTIA ST , WOOLWICH"
02435900X2,0243591001,"50 VALES RD OS POST OFFICE, MANNERING PARK"
02958412X2,0295841738,"59 THURLOW ST NR BELMORE RD, RIVERWOOD"
07477601X2,0747765197,"78 TOWNSVILLE RD NEAR INGHAM EXCHA*, INGHAM"
02607123X2,0260712609,"63 TOWONG ST , TLNGTA"
02955207X2,0295522427,"2 TOXTETH RD NR GLEBE POINT RD, GLEBE"
03519100X2,0351918281,"2 TYERS-WALHALLA RD OPP PARK, TYERS"
03556227X2,0355621548,"2 TYLDEN ST NR DRUMMOND ST, DENNINGTON"
03542481X2,0354248403,"7 TYLDEN RD OS PUBLIC HALL, TYLDEN"
08826712X2,0882675365,"166 TYNTE ST O/S POST OFFICE, NORTH ADELAIDE"
07554140X1,0755414859,"56 TINA ST MAIN RECEPTION, BEAUDESERT"
07389305X2,0733484213,"280 TINGAL RD CNR MUNGALA ST, WYNNUM"
02692103X1,0269219149,"77 TRAIL ST IN CINEMA, WAGGA WAGGA SOUTH"
03935726X2,0393572237,"54 TYSON ST NEAR LOWSON ST, FAWKNER"
07474212X2,0747421209,"74 UHR ST CNR MCILWRAITH ST, CLONCURRY"
03954662X2,0395464348,"1 VARDON ST CNR VIEW RD, SPRINGVALE"
07405572X2,0740557501,"457 VARLEY ST NR GRASON ST, YORKEYS KNOB"
03513410X2,0351343291,"73 VARY ST NR MORWELL PK PRIM, MORWELL"
02959700X2,0295971066,"8 TRAMWAY ARC O/S TONYS TOBACCO, ROCKDALE"
02689241X2,0268924233,"69 UMANG ST OS POST OFFICE, TOTTENHAM"
07329009X2,0732904543,"7 VELORUM DRV NR YALUMBA ST, KINGSTON"
07384817X2,0738488716,"62 VENNER RD CNR FREDERICK ST, ANNERLEY"
07409149X2,0740914526,"2 TOLGA RD NR RAILWAY CROSSNG, ATHERTON"
07405201X2,0740521520,"1 TRAWLER BASE RD NR TRAWLER BASE #1, PORTSMITH"
02664680X2,0266468093,"1 TREELANDS DRV OS YAMBA SHOP FAIR, YAMBA"
07553393X2,0755339108,"2 TREES RD CNR CONNECTION RD, TALLEBUDGERA"
08895208X2,0889521207,"1 TODD MALL O/S TODD TAVERN, ALICE SPRINGS"
02696414X2,0269641494,"5 TODD RD OS POST OFFICE, LAKE WYANGAN"
03933003X2,0393301924,"1 TRENTHAM DRV CNR CARRICK DVE, GLADSTONE PARK"
03954612X2,0395463619,"10 TRICIA AVE CNR KALLISTA RD, SPRINGVALE"
03937224X1,0393729318,"63 UNION RD O/S MEDICAL CENTRE, ASCOT VALE"
03937004X1,0393704506,"200 UNION RD O/S LPO, ASCOT VALE"
02482215X2,0248222941,"44 UNION ST OS POST OFFICE, GOULBURN"
03582830X2,0358283200,"0 UNION RD OS LOCAL HALL, KATANDRA WEST"
03572236X2,0357221403,"118 TONE RD NR HAMILTON CRES, WANGARATTA"
02425709X2,0242571285,"133 TONGARRA RD OS POST OFFICE, ALBION PARK"
08927437X2,0892745912,"12 TOODYAY RD NR AFRIC ST, MIDDLE SWAN"
07405704X2,0740576360,"87 TRINITY BEACH RD NR RABAUL ST, TRINITY BEACH"
07405563X2,0740556603,"1 TRINITY BEACH RD CNR VASEY ESP, TRINITY BEACH"
02695307X2,0269533121,"0 TRISTIANIA AVE CNR CROSS ST, LEETON"
03952917X2,0395293555,"11 UNION ST NR CNR ST KILDA RD, MELBOURNE"
03934918X1,0393492603,"130 UNION RD UNI OS BLDG 130, PARKVILLE"
02955200X2,0295521654,"1 UNION ST OS PO NR HARRIS ST, PYRMONT"
02494012X2,0249408715,"189 UNION ST , THE JUNCTION"
02493203X2,0249324187,"236 VERGE ST CNR NEW ENGLND HWY, RUTHERFORD"
03587340X2,0358734200,"8 VERMONT ST , BAROOGA"
02482208X1,0248225389,"12 VERNER ST MKT PLACE SHOP/CTR, GOULBURN"
07409142X2,0740914421,"3 VERNON ST OS EXCHANGE, ATHERTON"
02495403X2,0249549121,"33 VERONICA RD OS POST OFFICE, CARDIFF"
03543360X2,0354336203,"2 TOOLLEEN-CORNELLA RD NR NORTHERN HWY, TOOLLEEN"
03932951X2,0393290753,"438 VICTORIA ST , NORTH MELBOURNE"
02963016X2,0296305154,"140 VICTORIA RD , NORTH PARRAMATTA"
02498441X2,0249844139,"62 VICTORIA PDE INFO CENTRE, NELSON BAY"
03539132X2,0353913120,"15 VICTORIA ST OS SUPERMARKET, NHILL"
03948906X2,0394891248,"66 VICTORIA RD , NORTHCOTE"
02979010X2,0297904653,"72 VICTORIA RD , PUNCHBOWL"
07383104X2,0738311505,"134 WATER ST NR QUARRY ST, SPRING HILL"
07384424X2,0738444605,"29 VULTURE ST NR HARDGRAVE RD, WEST END"
07384458X2,0738448499,"104 VULTURE ST NR BESANT ST, WEST END"
08934977X2,0893496166,"281 WANNEROO RD O/S SHOPS, BALCATTA"
08956121X2,0895618124,"2624 WANNEROO RD O/S GULL S/STN, NOWERGUP"
08934506X2,0893454358,"75 WANNEROO RD NEAR CAPE ST, TUART HILL"
08864104X2,0886412547,"56 VICTORIA PDE O/S KFC, PORT AUGUSTA"
07328415X2,0732847073,"258 VICTORIA AVE CNR CRAWFORD ST, REDCLIFFE"
08885210X2,0888521032,"1 WATERLOO BAY RD , YORKETOWN"
08933906X2,0893393873,"41 WADDELL ST NR CANNING HWY, BICTON"
02692732X2,0269273309,"0 WADE ST CNR COWABBIE ST, COOLAMON"
03556218X2,0355623902,"24 WANSTEAD ST NR BUS SHELTER, WARRNAMBOOL"
03987905X2,0398796553,"139 WANTIRNA RD CNR DAISY ST, RINGWOOD"
02628801X2,0262881054,"1 WARAMANGA PL OS SUPER MKT, WARAMANGA"
02445612X2,0244561109,"22 WARATAH ST NR JACARANDA AVE, BENDALONG"
03935722X2,0393571932,"24 WARATAH ST OS NEWSAGENT, CAMPBELLFIELD"
02999714X2,0299972848,"2 WARATAH ST CNR PITTWATER RD, MONA VALE"
03552314X2,0355234019,"55 WARATAH CRS NR FAWTHROP ST, PORTLAND"
07336601X2,0733661011,"331 WATERWORKS RD NR OLEANDER DVE, ASHGROVE"
07336611X2,0733667753,"214 WATERWORKS RD OPP ASHGROVE AVE, ASHGROVE"
07330007X2,0733004947,"1370 WATERWORKS RD NR BUS TERMINUS, ENOGGERA RESERVOIR"
03502128X2,0350214628,"247 WADE AVE NR HUNTER ST, MILDURA"
02602504X2,0260252026,"443 WAGGA RD , LAVINGTON"
02447626X2,0244762654,"106 WAGONGA ST OS POST OFFICE, NAROOMA"
08822314X2,0882235387,"200 VICTORIA SQ NR FLINDERS ST, ADELAIDE"
08930709X2,0893074852,"73 WARBURTON AVE OS PADBURY SC, PADBURY"
08940107X2,0894016200,"6 WARBURTON AVE OS SERVICE STN, PADBURY"
03596430X2,0359643659,"583 WARBURTON HWY , SEVILLE"
