id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_CODE_2021,SA1_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,SA3_CODE_2021,SA3_NAME_2021,SA4_CODE_2021,SA4_NAME_2021,RA_2011,RA_2016,RA_2021,RA_2021_NAME,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,sed_code,sed_name
458,1001,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
459,1002,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
460,1003,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
461,1004,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
462,1005,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
463,1006,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
464,1007,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
465,1008,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
466,1009,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
467,1010,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
468,1020,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
469,1021,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
470,1022,SYDNEY,NSW,151.268071,-33.794883,SYDNEY GPO,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
471,1023,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
472,1025,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
473,1026,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
474,1027,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
475,1028,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
476,1029,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
477,1030,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
478,1031,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
479,1032,SYDNEY,NSW,150.874182,-33.662834,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
480,1033,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
481,1034,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
482,1035,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
483,1036,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
484,1037,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
485,1038,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
486,1039,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
487,1040,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
488,1041,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
489,1042,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
490,1043,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
491,1044,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
492,1045,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
493,1046,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
494,1100,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
495,1101,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
496,1105,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
497,1106,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
498,1107,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
499,1108,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
500,1109,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
501,1110,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
502,1112,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
503,1113,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
504,1114,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
505,1115,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
506,1116,SYDNEY,NSW,150.866145,-33.666729,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,36.4835357666016,N1,PHN101,,Sydney,17200,Sydney,,,
507,1117,SYDNEY,NSW,150.87022,-33.664575,CITY PBC OPERATIONS,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,47.5577545166016,N1,PHN101,,Sydney,17200,Sydney,,,
508,1118,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
509,1119,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
510,1120,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
511,1121,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
512,1122,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
513,1123,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
514,1124,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
515,1125,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
516,1126,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
517,1127,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
518,1128,SYDNEY,NSW,151.268071,-33.794883,CITY PBC OPERATIONS,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
519,1129,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
520,1130,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
521,1131,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
522,1132,SYDNEY,NSW,150.874265,-33.66279,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
523,1133,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
524,1134,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
525,1135,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
526,1136,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
527,1137,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
528,1138,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
529,1139,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
530,1140,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
531,1141,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
532,1142,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
533,1143,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
534,1144,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
535,1145,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
536,1146,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
537,1147,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
538,1148,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
539,1149,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
540,1150,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
541,1151,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
542,1152,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
543,1153,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
544,1154,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
545,1155,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
546,1156,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
547,1157,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
548,1158,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
549,1159,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
550,1160,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
551,1161,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
552,1162,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
553,1163,SYDNEY,NSW,151.268071,-33.794883,NULL,LVR,Updated 25-Mar-2020 SA3,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8688197,151.2092955,,,,,,,,,1,1,,,1,1,,,N1,PHN101,,Sydney,17200,Sydney,,,
